wrongStep,ALTerm1,ALTerm2,ALOp1,ALTerm3,ALTerm4,ALOp2,ALTerm5,ALTerm6,ALOp3,ALTerm7,ALTerm8,ALOp4,ALTerm9,ALOp5,Lterm10,Lterm11,ARTerm1,ARTerm2,AROp1,ARTerm3,ARTerm4,AROp2,ARTerm5,ARTerm6,AROp3,ARTerm7,ARTerm8
x=10-8,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=-15+7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,+,b,none,none,none,none,none,none,none
-x=11,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-6,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-11-13,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,-,bb,none,none,none,none,none,none,none
x=11+13,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none
x=-2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-23+3,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,+,b,none,none,none,none,none,none,none
x=-25,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x+19-19=-42,x,none,+,bb,none,-,cc,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=10,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=845,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=+28,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=+26,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=25,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=24,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=25,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=15,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=33,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=13,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=14,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=19,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=9,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=9,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
-x=62,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=18,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=18%9,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,%,b,none,none,none,none,none,none,none
x=3,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(10)/(3),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
x=-21,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=15,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=14,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-164,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
-x=-425,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
x=151,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=-151,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
x=58,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=84,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=76,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=-29,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=-28,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=29,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=27,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=15,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-15,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(639)/(71),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(bb),none,none,none,none,none,none,none
x=(17)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
x=(11)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
x=-(193)/(33),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aaa),none,/,(b),none,none,none,none,none,none,none
x=(193)/(-33),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(-bb),none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=7-12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,bb,none,none,none,none,none,none,none
x=7+12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,+,bb,none,none,none,none,none,none,none
x=7+12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,+,bb,none,none,none,none,none,none,none
x=7+12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,+,bb,none,none,none,none,none,none,none
x=7+12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,+,bb,none,none,none,none,none,none,none
x=2-2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none
x=3,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=15,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=8,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=9,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=-19,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=19,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=18,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-20,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=-14,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=0,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,z,none,none,none,none,none,none,none,none,none,none
x=-8-10,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,-,bb,none,none,none,none,none,none,none
x=-18,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=18,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
6x-8=2+x,ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,a,none,+,x,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
3x+5x+8x-x+9x=5-50-9,ax,none,+,bx,none,+,cx,none,-,x,none,+,ex,none,none,none,a,none,-,bb,none,-,c,none,none,none,none
25x=54,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
25x=-54,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
25x=-45,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
24x=-54,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
24x=36,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
-8x=0,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,z,none,none,none,none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=-1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(1)/(1),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(b),none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=9,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=-1+14,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,+,bb,none,none,none,none,none,none,none
x=-1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=0,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,z,none,none,none,none,none,none,none,none,none,none
x=44,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=-24,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
-8x=-200+12,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,+,bb,none,none,none,none,none,none,none
-8x=-200+12,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,+,bb,none,none,none,none,none,none,none
8x=-200-12,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,-,bb,none,none,none,none,none,none,none
8x=188,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
8x=-188,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
-8x=-188,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
x=27,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
-6x+12-12=-200-12,-ax,none,+,bb,none,-,cc,none,none,none,none,none,none,none,none,none,-aaa,none,-,bb,none,none,none,none,none,none,none
5x=50+10,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none
6x=500,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
2x-3=-x+12-3,ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,-x,none,+,bb,none,-,c,none,none,none,none
x=(58)/(2),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
4x=2x+12+8,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,+,c,none,none,none,none
6x=71-19,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bb,none,none,none,none,none,none,none
5x=16,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
500x=3*(x+1),aaax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,*,(,x,+,c,),none,none,none
(x)/(5)=(x+2)/(3),(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,(,x,+,b,),/,(c),none,none,none,none
x=555,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=524,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=268,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
18*(-x+4)=18x,aa,none,*,(,-x,+,c,),none,none,none,none,none,none,none,none,aax,none,none,none,none,none,none,none,none,none,none
18*(-x+4)=81x,aa,none,*,(,-x,+,c,),none,none,none,none,none,none,none,none,aax,none,none,none,none,none,none,none,none,none,none
x+7-7=12,x,none,+,b,none,-,c,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
-8x=212,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=-220,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
x=(133)/(19),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(bb),none,none,none,none,none,none,none
x=(133)/(19),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(bb),none,none,none,none,none,none,none
x=-220,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
-11x=-31,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=(133)/(19),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(bb),none,none,none,none,none,none,none
x=(133)/(19),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(bb),none,none,none,none,none,none,none
x=26,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=26,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=26,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x-9009=(5)/(2),x,none,-,bbbb,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(b),none,none,none,none,none,none,none
3x=-2*2009,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,*,bbbb,none,none,none,none,none,none,none
30x=8,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=24,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=34,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=27,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(16)/(4),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
19x=49,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
10x=20,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=(6)/(4),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(b),none,none,none,none,none,none,none
x=(12)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
30x=26,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
30x=44,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
30x=-422,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none
x=-(9)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(a),none,/,(b),none,none,none,none,none,none,none
12x=8,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
7x-8=3x-10,ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,none,bb,none,none,none,none,none,none,none
-7x-8=3x-10,-ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,none,bb,none,none,none,none,none,none,none
x=(6)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(b),none,none,none,none,none,none,none
160+3x=31,aaa,none,+,bx,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
9x-18+1=18,ax,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
9x=8,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
65465=x,aaaaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,none,none,none,none,none,none,none,none,none
4*15-1+4x=22584+13x84,a,none,*,bb,none,-,c,none,+,dx,none,none,none,none,none,none,aaaaa,none,+,bbbbx,none,none,none,none,none,none,none
(4)/(5)=(x)/(10),(a),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,(x),none,/,(bb),none,none,none,none,none,none,none
x=12+7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,*,b,none,none,none,none,none,none,none
x=7-12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,bb,none,none,none,none,none,none,none
x=12+27,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,bb,none,none,none,none,none,none,none
x=400,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=2000,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaaa,none,none,none,none,none,none,none,none,none,none
x=19,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
x=40,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
3-15=x,a,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,x,none,none,none,none,none,none,none,none,none,none
x=2*7+1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,*,b,none,+,c,none,none,none,none
x=2*7+1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,*,b,none,+,c,none,none,none,none
x=2*6+1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,*,b,none,+,c,none,none,none,none
-x=-13,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x^2=144,x,none,^,b,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
x=5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=16*2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,*,b,none,none,none,none,none,none,none
x=-1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none
x=1,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=9,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=-61,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none
x=23,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
-5-3x=15-5x,-a,none,-,bx,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bx,none,none,none,none,none,none,none
-6-3x=15-5x,-a,none,-,bx,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bx,none,none,none,none,none,none,none
x=4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=2,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(2)/(24),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none
x=(4)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none
x=(3)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none
(x)/(12)=12*(4x+3),(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,aa,none,*,(,bx,+,c,),none,none,none
(x)/(12)=12*(4x+3)/(3),(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,aa,none,*,(,bx,+,c,),/,(d),none
x=(4x+3)/(36),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(,ax,+,b,),/,(cc),none,none,none,none
x=-(3)/(15),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(a),none,/,(bb),none,none,none,none,none,none,none
5x=20x+120,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aax,none,+,bbb,none,none,none,none,none,none,none
2x=140,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
6x=30x+(60)/(10),ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aax,none,+,(bb),none,/,(cc),none,none,none,none
0x=3x,zx,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,none,none,none,none,none,none,none,none,none
50000x=2,aaaaax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
-50x=5000*3,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaaa,none,*,b,none,none,none,none,none,none,none
-50x=(3)/(5000),-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bbbb),none,none,none,none,none,none,none
-50x=3,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(4)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none
x=(3)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none
x=(4)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(a),none,/,(bb),none,none,none,none,none,none,none
x=20,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none
-2x8=9x,-axa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,none,none,none,none,none,none,none,none,none
-2x+9x=8,-ax,none,+,bx,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
-2x+9x=8,-ax,none,+,bx,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=(11)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none
40x+3x-2x=3x-1,aax,none,+,bx,none,-,cx,none,none,none,none,none,none,none,none,none,ax,none,-,b,none,none,none,none,none,none,none
x-90+10x=-315x+630,x,none,-,bb,none,+,ccx,none,none,none,none,none,none,none,none,none,-aaax,none,+,bbb,none,none,none,none,none,none,none
x=7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none
x=9+4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,+,b,none,none,none,none,none,none,none
x=200,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none
